Treatment,jar ID,-1,0,3,6,9,12,15,18,21,24,27,30,33,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51
Antibacterial+Antifungal,813,11.22660494,5.555216924,0.846044791,0.048662015,0.111985661,0.618566244,0.342668592,0.099325293,0.292844901,0.218687703,0.270104594,0.338125451,1.220243558,1.86336974,1.741550388,6.746337558,7.941261474,15.76663919,25.34092447,43.23089357,67.08464922,81.96040156,145.1091844,144.7632656,150.7612115,164.0529742,176.5622591,49.56811928,38.03185751
Antibacterial+Antifungal,814,-0.001963194,2.169686255,-0.035608911,-0.061200615,-0.054348299,0.217142534,0.133038997,-0.592151566,0.255808063,0.348550681,0.663412084,0.662385151,0.760892599,3.186019899,6.455148083,15.99001838,10.841458,22.04521061,34.07790799,50.40333516,74.40063549,59.17202021,110.3024773,112.9521453,120.6415246,151.8274146,199.8666584,60.21587165,49.01951281
Positive Control,821,-0.076229224,2.240259066,12.4177761,0.423852686,0.576622344,1.621362262,3.271199131,5.169302574,3.954841855,3.19222484,2.764197229,2.275049251,1.914941516,3.968333516,4.342833343,11.65128579,12.3749982,23.4695861,35.94884642,51.1659819,79.28943792,130.1374827,180.4969696,168.4076009,230.4883571,303.0966542,296.2454574,143.5771544,98.17131678
Positive Control,822,-0.400902759,2.363315647,0.476812223,0.043515841,-0.108695343,0.013810743,0.051785142,0.284997701,0.056153934,0.085922609,0.49450938,2.62308525,4.694444661,4.930441081,2.982264912,7.636682737,8.800251347,14.63551811,22.08681473,36.79177252,154.873972,154.568422,195.9921099,189.431009,98.0057068,254.4920674,313.9895454,461.32199,252.2090422
Positive Control,823,5.894065402,2.188835425,1.144778045,-0.033623259,0.068903576,0.041812753,0.045092862,-0.583393452,0.063132601,0.113767309,0.200977739,0.229968369,0.56975896,0.245476673,0.563360875,1.427554794,3.27660237,4.015012868,17.49170483,25.29948963,62.89333281,63.41052344,96.94397199,79.68837311,76.86595125,98.01531294,90.48286097,76.95394347,73.27814004
Positive Control,824,-0.831014235,2.734693908,4.772338175,-0.04638303,-1.161257784,0.033093579,0.089772402,-0.558977026,0.063422633,-0.01115011,0.227798592,0.435327452,1.393786019,2.284635847,2.73312929,7.484038589,9.373614212,16.00831127,31.53428119,39.61486481,95.23354277,81.71093596,141.434443,157.3425259,151.7953726,167.1546741,217.5912482,156.8385803,95.0974929
Negative Control,826,0.087764773,2.121398149,1.219218118,0.607982665,1.164666437,0.180022122,0.06903198,-0.454677105,0.21344959,0.976484617,0.167572971,0.078838993,0.025382402,0.023736898,0.228248056,-0.187788054,-0.00203426,-0.936490412,0.139019548,0.166693748,0.351658178,0.233328929,0.282980093,0.086139685,0.02300449,0.090109927,0.098565795,0.191678345,0.00218915
Negative Control,827,-0.047449384,2.205332015,0.295031742,0.259896971,-0.117222315,0.06030559,-0.200592938,0.24671908,0.21956887,0.309492606,0.164014379,0.182149105,-0.081402682,-0.203214547,-0.006092394,-0.140572463,0.08790036,0.093317981,-0.234168847,0.085833975,0.1560216,-0.002683934,0.26386239,0.116621541,-0.181452482,1.023744036,0.422324595,0.000681669,-0.800347799
Negative Control,828,0.566193576,3.037099716,2.145412978,0.862186688,0.422152462,0.565482238,0.090478004,0.068427744,-0.030974816,0.113297577,0.13580722,-0.068277777,0.079476744,-0.017410928,0.4035682,-0.124119516,-0.08006507,-0.127354161,-1.31202966,0.257215726,0.111348738,0.161653681,0.61307119,0.345278053,0.192665865,2.878939956,0.74435956,0.737472725,1.841452603
Negative Control,829,4.848503732,7.528849376,20.963935,12.08533669,14.25820245,5.968106809,7.967117617,13.4927827,4.075457523,2.920082727,2.119490239,0.937082318,0.169583165,2.897375732,0.090864023,0.635530842,2.579264941,0.761738916,-0.391687988,0.711495512,0.756089301,0.605522543,0.719578637,0.418271337,0.201785409,0.394205342,0.232720457,0.768520989,0.873939742
