Treatment,jar ID,-1,0,3,6,9,12,15,18,21,24,27,30,33,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51
Antibacterial,801,-0.176032144,2.040621783,-4.288849655,0.393321737,0.22653605,0.070514616,-0.128643501,0.00392399,0.236920692,0.476206446,0.354497555,1.532789528,2.023670936,4.024019467,5.516291054,16.30859071,21.2613801,35.60554135,40.54713046,47.53467965,76.13081823,79.13333999,125.2756119,109.5059045,125.9086816,179.8525734,209.4752969,160.9138632,176.021851
Antibacterial,802,1.191699739,2.950120077,1.595965679,0.033735359,-0.035732178,0.128729607,0.43573645,-0.45969729,0.076440867,0.317860519,0.342305446,0.397869789,0.384278157,0.419318985,0.905215107,0.805473492,8.462642224,7.558379942,19.62565564,24.63330441,46.59920143,45.6858403,61.40651988,73.68601806,87.31616459,101.9223436,123.7301231,60.52167875,43.63220573
Antibacterial,803,0.02826965,2.33890848,6.528011832,0.154753671,-0.271253091,0.080426023,0.024096766,0.041956672,-0.111182623,-0.039099773,0.321626188,0.37004508,0.822576507,1.274537961,2.010996993,6.208744147,6.515930323,9.180024266,20.83972783,30.36951206,58.46829851,73.29961907,96.60343752,126.7721202,118.2258425,124.6075873,159.1299341,163.0551672,73.97747345
Antibacterial,804,2.524080573,2.34816912,0.258096953,0.275274597,-0.015305739,0.030263683,-0.023730049,-0.012976509,0.520056993,0.374938683,0.184992062,0.364487758,0.575003663,1.252899079,2.296111191,7.782775417,9.112110133,59.02573136,90.58152839,130.0102752,187.3892527,163.8858038,195.3441995,173.4635615,188.872303,195.5993002,218.1480517,223.161521,234.7769313
Antifungal,806,-0.080917873,2.23118288,6.042831185,0.332329775,0.078062705,0.988066601,0.620827163,0.588759924,0.158997368,0.244052454,0.393293852,0.315516683,0.359861895,0.954922655,1.298949721,2.324055336,4.262780938,4.230197449,15.39284126,31.79602711,57.80613893,74.55385869,129.8289246,126.467011,144.8907016,164.3221283,200.0483726,68.4796234,42.38034919
Antifungal,807,0.35022091,2.556431171,0.080870795,-0.09190679,0.511591682,0.180900792,0.010923053,0.154086357,0.176373413,0.33392704,0.230572585,0.400997076,0.341199813,2.099389377,3.040379128,7.354058329,7.54127856,15.87933192,23.01432621,31.73718425,46.19951359,49.66321465,80.70198624,73.84231363,91.98712855,116.8775637,116.3568383,47.49760162,39.5798088
Antifungal,808,6.594815798,3.043746022,4.488840157,0.078349742,-0.537058011,0.047382802,-0.062722467,0.341651789,-0.042502792,-0.020830441,0.433063818,0.948959999,2.212949159,5.69104037,5.631539575,16.08388457,16.66180375,22.32229825,42.00176083,58.71491813,99.92782086,140.9595573,130.4199215,127.3544462,121.9190489,166.762675,208.8764234,69.76211944,47.82087609
Antifungal,809,0.254687419,2.011387205,5.517334526,-0.067782543,0.246907866,0.094449521,-0.033146217,-0.616639173,0.047803354,0.268383054,0.621533737,1.609496414,4.659398419,10.80992573,19.74148681,41.36683525,38.14349078,72.66803617,60.1317763,113.1543314,161.8353935,177.6423802,213.894472,217.7782136,226.2992625,250.8162816,286.4086246,99.80213612,68.47059269
Antibacterial+Antifungal,811,1.40965661,2.267857828,26.31010902,1.242806707,0.197474245,0.148421922,0.084592367,0.116763729,0.020594013,0.176854578,0.264346009,0.698528552,2.359837101,4.623820131,5.783333198,16.33017602,20.58669755,28.98644206,40.77644848,44.2728139,50.94724729,47.36317438,77.288586,83.98360407,102.2343952,111.4919071,141.0279347,50.92545333,38.44061881
Antibacterial+Antifungal,812,-0.54091363,1.997927943,-0.617887663,1.429418133,-0.058393647,0.062774664,0.43980506,0.069448524,0.432653035,-0.527132339,0.696162036,1.436865321,2.974130455,5.087641447,7.996218041,19.00620998,15.78804515,24.06007452,38.28240164,55.68742752,103.6606103,100.0422056,131.0016919,125.2037719,148.7487813,161.4827408,179.971883,64.45693422,29.8468762
