,OTU,D530E11,D510E1,D205A2,D630G3,D630G2,D230B2,D305B6,D530E12,D330C4,D630G1,D405C7,D205A1,D730H6,D510E2,D310B8,D210A4,D725H1,D625F10,D405C9,D815A3,D310B7,D405C8,D530E10,D705G4,D225A11,D325C2,D305B4,D325C1,D225A10,D815A1,D205A3,D815A2,D325C3,D415D2,D305B5,D415D3,D825A4,D725H3,D415D1,D715G11,D515E4,D315B10,D715G10,D525E8,D615F7,D525E7,D710G8,D825A6,D505D12,D615F8,D715G12,D725H2,D510E3,D625F11,D805H7,D525E9,D705G6,D610F6,D705G5,D710G9,D625F12,D515E6,D410C11,D215A8,D710G7,D805H9,D810H11,D605F1,D605F2,D215A9,D315B12,D805H8,D425D6,D215A7,D810H10,D410C10,D515E5,D505D11,D230B3,D830A8,D230B1,D730H4,D330C5,D605F3,D430D7,D330C6,D425D4,D830A7,D730H5,D830A9,D210A6,D430D9,D210A5,D810H12,D505D10,Kingdom,Phylum,Class,Order,Family,Genus,Species
JQ426393.1.1438,JQ426393.1.1438,0,0.01706422,0.071661947,0,0,0,0.05513308,0,0,0,0.03113016,0.109782874,0,0.015490823,0.011670481,0.002806207,0.01293576,0.022306313,0.041729082,0.014913449,0.009621993,0.029975021,0,0.011868796,0.014239029,0.011721908,0.064946055,0.009830023,0.012458287,0.010755317,0.076975632,0.013235294,0.007852292,0.023135669,0.064348953,0.024934952,0.008940253,0.011646137,0.016815899,0.007110537,0.033743071,0.017730496,0.007510493,0.022731688,0.029511622,0.027626459,0.008216216,0.0088324,0.033140569,0.023763337,0.007793895,0.010612425,0.012524602,0.018057859,0.007934759,0.027548763,0.008538109,0.017533003,0.010539629,0.011602922,0.019327263,0.032672438,0.018981019,0.004483532,0.00917842,0.009369287,0.005721097,0.052230183,0.038969336,0.005864581,0.024453395,0.010516894,0.025614542,0.007264385,0.008370261,0.01944864,0.02633452,0.048774903,0,0,0.001189061,0,0,0.038107472,0,0,0.02044868,0,0,0,0.002577763,0,0.003930376,0.007161614,0.042374659,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,NA
KF064625.1.1363,KF064625.1.1363,0,0.00587156,0,0,0,0,0.007815801,0,0,0,0.004286037,0,0,0.001347028,0.001144165,0,0.001315501,0.016132245,0.00727584,0.008255659,0.001145475,0.010407993,0,0.003236944,0,0.003839935,0.001903956,0.002457506,0,0.002199951,0,0.006372549,0.001910017,0.028751123,0.004750594,0.021248916,0.006323594,0.001791713,0.005459707,0.017022193,0.006507592,0.002279635,0.011928429,0.011074412,0.009401933,0.008949416,0.011459459,0.003231366,0.006895018,0.010669253,0.013206322,0.001547645,0.00250492,0.013451262,0.003526559,0.011461894,0.004997918,0.007838284,0.003372681,0.00601633,0.019327263,0.014241832,0.005794206,0.000172444,0.004477278,0.004113346,0.012872467,0.004853247,0.007453152,0.000177715,0.003452244,0.00179011,0.014666391,0,0.008370261,0.002832326,0.009489917,0.003434852,0,0,0,0,0,0.010062085,0,0,0.007941235,0,0,0,0,0,0,0.00525185,0.00188798,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,NA
EF451601.1.1234,EF451601.1.1234,0.042028986,0.002385321,0.003702897,0.032171582,0.04494382,0.035943517,0.004435995,0.035346097,0.030942335,0.035182679,0.008797654,0.004147353,0.027419355,0.001010271,0.002745995,0.000660284,0.025871519,0.049193388,0.009415793,0.042609854,0.003665521,0.010616153,0.037685061,0.019421666,0.04038282,0.041430881,0.003807912,0.027237354,0.039599555,0.032510389,0.004554771,0.036764706,0.015916808,0.007861635,0.004102786,0.007155247,0.024858264,0.030459127,0.006770037,0.061193708,0.003615329,0.002532928,0.062513806,0.062172139,0.009663097,0.068677043,0.047783784,0.027574321,0.003336299,0.009699321,0.05780472,0.027857617,0.001431383,0.085129906,0.040555433,0.073597426,0.021032903,0.001031353,0.020868465,0.044477869,0.082698383,0.013124825,0.001198801,0.007759959,0.036042086,0.040904936,0.035995232,0.001617749,0.001064736,0.003909721,0.002589183,0.038263594,0.039867796,0.003058689,0.029542097,0.001510574,0.004744958,0.002747882,0.041994751,0.034120735,0.033293698,0.015479876,0.028694405,0.000642261,0.028169014,0.038284839,0.041691483,0.027777778,0.025,0.02722063,0.000859254,0.036927622,0.000748643,0.032465982,0.00377596,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
New.ReferenceOTU853,New.ReferenceOTU853,0,0.000183486,0,0,0,0,0.000633714,0,0,0,0.004060456,0,0,0,0.000228833,0,0.002631002,0.009958176,0.002353948,0.005326232,0.000229095,0.003122398,0,0.0058265,0,0.000202102,0.002115507,0.000204792,0,0.011977512,0,0.008578431,0.000636672,0.001123091,0.000863744,0.000650477,0.00043611,0.003583427,0.000873553,0.00538677,0.000723066,0.000253293,0.005080627,0.005245774,0.007312614,0.006225681,0.003243243,0.006247307,0.010008897,0.006304559,0.009092877,0.004200752,0,0.007739082,0.003967379,0.005228232,0.006247397,0.001650165,0.0056914,0.00601633,0.005389333,0.000558503,0.000599401,0,0.006492053,0.007541133,0.011442193,0.002542177,0.003407155,0,0,0.005370329,0.003924809,0,0.009847366,0,0.002372479,0.005495764,0,0,0,0,0,0.002997217,0,0,0.001985309,0,0,0,0,0,0,0.014084507,0.007971471,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
FJ947138.1.1499,FJ947138.1.1499,0,0,0,0,0,0,0.000844951,0,0,0,0.000225581,0,0,0.000168379,0.000228833,0,0.000877001,0.000199164,0,0.000266312,0,0,0,0.000431593,0.00140056,0,0.001057753,0.000204792,0.001779755,0.000488878,0,0.000490196,0,0.000449236,0.000647808,0,0.00087222,0.000671892,0.000436777,0.000861883,0.000241022,0,0.001104484,0.000194288,0.00052233,0.000389105,0.000216216,0.000861698,0,0.000242483,0.001082485,0.000884369,0,0.000184264,0.00022041,0,0.00062474,0.000206271,0.000421585,0.000429738,0.000185839,0.000279252,0.0001998,0,0.000895456,0.000457038,0.000238379,0,0,0.000177715,0.000575374,0.000223764,0.000206569,0,0.000738552,0.000377644,0.000948992,0.00022899,0,0,0.001189061,0,0,0,0.001564945,0,0.000198531,0,0,0,0,0,0,0.000716161,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
FJ907957.1.1453,FJ907957.1.1453,0,0.004036697,0.004791984,0,0.001404494,0,0.001267427,0,0,0,0.000451162,0.007806782,0,0.003535949,0.00389016,0.017497524,0.001534751,0.001593308,0.000427991,0.001331558,0.004581901,0.000832639,0,0.000863185,0.003734827,0.000808407,0.001269304,0.000614376,0.003559511,0.001466634,0.005010248,0.000980392,0.000424448,0.0024708,0.000863744,0.002601908,0.00043611,0.001791713,0.002183883,0.000646412,0.000964088,0.001013171,0.000441794,0.000777152,0.001044659,0.000583658,0.00172973,0.000430849,0.00022242,0.000969932,0.000432994,0.001326553,0.004294149,0.000552792,0.00110205,0.000804343,0.000832986,0.004331683,0.000632378,0.002363558,0.000743356,0.001396258,0.007792208,0.002069322,0.002686367,0.000457038,0.004290822,0.001617749,0.002129472,0.001777146,0.001150748,0.000895055,0.001032844,0.00095584,0.00295421,0.006608761,0.000711744,0.00068697,0,0,0,0,0.00143472,0.001498608,0,0,0.000397062,0,0,0.001432665,0.019934697,0,0.018154595,0.003819527,0.000419551,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria ,NA
New.ReferenceOTU555,New.ReferenceOTU555,0,0,0,0,0,0,0.000211238,0,0,0,0,0,0,0,0,0,0.001096251,0,0.000213995,0,0,0,0,0.001078981,0,0.000202102,0,0,0,0,0,0,0,0.000449236,0,0,0.00087222,0.006494961,0,0,0,0,0,0.000777152,0,0.004474708,0.000648649,0.000430849,0.00133452,0,0,0.001547645,0.000178923,0.000552792,0,0.001407601,0.00062474,0.001856436,0.001264755,0.000859476,0.000371678,0,0.001798202,0,0,0,0,0.000462214,0.000851789,0,0,0,0.001445982,0,0,0,0,0.00022899,0,0,0,0,0,0.001498608,0,0,0.000595593,0,0,0,0,0,0,0,0.002936858,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,NA
HM438418.1.1491,HM438418.1.1491,0,0.001834862,0,0,0,0,0.016476553,0,0,0,0.00518836,0,0,0.028624348,0.001601831,0,0.015786012,0.009759012,0.001283972,0.004527297,0.00137457,0.005620316,0,0.010789814,0.002334267,0.002829426,0.039983076,0.006143764,0.002669633,0.010510878,0.000227739,0.009558824,0.005305603,0.002021563,0.028935435,0.001951431,0.013955517,0.016349384,0.007861979,0.012066365,0.003856351,0.004305978,0.011486636,0.001942879,0.001828154,0.001167315,0.013405405,0.023265834,0.002446619,0.000484966,0.01407231,0.013707716,0.007156915,0.008291874,0.013004188,0.002815202,0.004581424,0.003094059,0.005269815,0.006231199,0.005389333,0.003351019,0.002197802,0,0.008954556,0.03404936,0.004290822,0.006702103,0.00830494,0.000533144,0.003164557,0.014992168,0.001239413,0.000764672,0.005662235,0.001699396,0.002609727,0.001602931,0,0,0,0,0,0.005138086,0,0,0.000794123,0,0,0,0,0,0,0.002148484,0.006922593,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,NA
EF018241.1.1387,EF018241.1.1387,0.028985507,0.000183486,0.00261381,0.032171582,0.025280899,0.026957638,0.001056189,0.032400589,0.028129395,0.035182679,0.001579066,0.003659429,0.030645161,0.000336757,0.001372998,0.000330142,0.00065775,0.000398327,0.000855981,0.00159787,0.00137457,0.001665279,0.028263795,0.000647389,0.000466853,0.000404204,0.001480855,0.000819169,0.000222469,0.000488878,0.002277386,0.000490196,0.001061121,0.000673854,0.000863744,0.000867303,0.00043611,0.000671892,0.001091941,0.000646412,0.000723066,0.000759878,0.000883587,0.000582864,0.00052233,0.000389105,0.000648649,0.000215424,0.0011121,0.000727449,0.001082485,0.000663277,0.000178923,0,0,0.000402172,0.000416493,0.000618812,0.000632378,0.000644607,0.000371678,0.000558503,0.0001998,0.000344887,0.000447728,0.000457038,0.000715137,0.000462214,0.000638842,0.000533144,0.001150748,0.000447527,0.000619707,0.000573504,0.000984737,0.000566465,0.000711744,0.000915961,0.020997375,0.024934383,0.032104637,0.027863777,0.031563845,0.000642261,0.03599374,0.030627871,0.000595593,0.023809524,0.022058824,0.024355301,0.000343702,0.036927622,0.000374322,0.000716161,0.001048878,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
JF740044.1.1280,JF740044.1.1280,0,0.000366972,0.002831627,0,0,0,0.021968737,0,0,0,0.074892849,0.002439619,0,0.000841893,0.016018307,0.000165071,0.005481254,0.001593308,0.026963407,0.004260985,0.01443299,0.044546211,0,0.001510574,0.009803922,0.010105093,0.031309499,0.010239607,0.006896552,0.000977756,0.002277386,0.003676471,0.033531409,0.028301887,0.024184841,0.03859497,0.001090275,0.004927212,0.007861979,0.000430942,0.002892263,0.006838906,0.000883587,0.010491548,0.001566989,0.004280156,0.00172973,0.000430849,0.010898577,0.000727449,0.001298982,0.003095291,0.000536769,0.001474111,0.00264492,0.004021717,0.001874219,0.001031353,0.001053963,0.001289214,0.000929195,0.003909522,0.008391608,0.000172444,0.000671592,0.001828154,0.000238379,0.009475387,0.007666099,0.000533144,0.004602992,0.000895055,0.021276596,0.000382336,0.000492368,0.001699396,0.004033215,0.002976872,0,0,0,0,0,0.002569043,0,0.001531394,0.008139766,0,0,0,0.000171851,0,0.000374322,0.000954882,0.001258653,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
HM269228.1.1352,HM269228.1.1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001096251,0.001593308,0,0.000266312,0,0.002914238,0,0.000215796,0,0.000202102,0,0.000204792,0,0.000244439,0,0.000245098,0,0,0,0,0.000218055,0.000223964,0,0.000430942,0,0,0,0.000388576,0,0,0,0,0,0,0.000432994,0.000442184,0,0.00331675,0.00022041,0.000201086,0.000208247,0,0.000421585,0.000859476,0.002973425,0.000279252,0,0,0.000223864,0.000228519,0.000476758,0.000231107,0.000212947,0,0,0,0,0,0.004431315,0.000188822,0,0,0,0,0,0,0,0,0,0.001531394,0.000198531,0,0.001470588,0,0,0,0,0.000954882,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
KJ454153.1.1462,KJ454153.1.1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009570495,0,0,0,0.013793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,NA
New.ReferenceOTU301,New.ReferenceOTU301,0,0,0,0,0,0,0.004013519,0,0,0,0.000676743,0,0,0,0,0,0.0004385,0.002389962,0.000641986,0.000266312,0,0.002081599,0,0.000215796,0,0.000404204,0.002750159,0.000614376,0,0.000244439,0,0.000490196,0.000636672,0.001796945,0.000863744,0.001300954,0.001090275,0.000447928,0.00262066,0,0.000241022,0.000253293,0.000220897,0.003691471,0.001044659,0.00155642,0,0.000646273,0.002001779,0.000969932,0.000432994,0.000221092,0,0.00331675,0,0.00241303,0.00062474,0,0.000210793,0.000214869,0.001858391,0.000279252,0,0,0.000223864,0.000457038,0.000476758,0.000924428,0.001064736,0,0,0.000223764,0.00185912,0,0.000492368,0,0.000474496,0.00068697,0,0,0,0,0,0.001070435,0,0,0.001985309,0,0,0,0,0,0,0.00023872,0.000629327,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,NA
HQ221933.1.1500,HQ221933.1.1500,0.030434783,0,0.000435635,0.012064343,0.011235955,0.007702182,0.000422476,0.014727541,0.014064698,0.00947226,0.000451162,0.000731886,0.009677419,0.000168379,0.000228833,0.000165071,0.050866038,0.004580761,0.000427991,0.064447403,0.000229095,0.00041632,0.01076716,0.044454035,0.000466853,0.000202102,0.000423101,0.000204792,0.000222469,0.064776338,0.000683216,0.046568627,0,0.000224618,0.000431872,0.000216826,0.058220672,0.042329227,0.000218388,0.070028011,0.000241022,0,0.054782417,0.000388576,0.001566989,0.000389105,0.073945946,0.059887979,0,0.001212415,0.061701667,0.04731373,0.000178923,0.00810761,0.040114613,0.000402172,0.061849229,0.000618812,0.047006745,0.073055436,0.007433563,0.000558503,0.0001998,0,0.058876203,0.049131627,0.038855781,0.001848856,0.000851789,0,0,0.052808235,0,0.000382336,0.034219596,0.000377644,0.000474496,0.000915961,0.007874016,0.011811024,0.005945303,0.00619195,0.010043042,0.000642261,0.014084507,0.018376723,0.000198531,0.018518519,0.011764706,0.015759312,0.000171851,0.010339734,0.000374322,0.030556219,0.000419551,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,NA
JN180175.1.1477,JN180175.1.1477,0,0.000183486,0,0,0,0,0.000211238,0,0,0,0,0,0,0,0,0,0.003727253,0.000398327,0,0.011451398,0.000229095,0.00062448,0,0.000647389,0,0,0.000211551,0,0,0.005622097,0,0.001715686,0,0,0.000647808,0,0.002834714,0.004031355,0,0.001723766,0,0,0,0.00097144,0.00052233,0.003501946,0.001297297,0.001723395,0.00066726,0.000969932,0.000216497,0.000884369,0.000357846,0.002579694,0.013885828,0.002815202,0.000416493,0.002475248,0.004215852,0.000859476,0.001672552,0,0.000599401,0,0.001343183,0.003427788,0.010011919,0.001155535,0.000425894,0,0,0.008279257,0,0,0.002708026,0.000188822,0,0.000915961,0,0,0,0,0,0.001498608,0,0,0.000794123,0,0,0,0,0,0,0.005490571,0.00188798,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA
New.CleanUp.ReferenceOTU424992,New.CleanUp.ReferenceOTU424992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000825355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001546658,0,0.001310125,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,NA
GU731289.1.1407,GU731289.1.1407,0,0.008440367,0.039424962,0,0,0,0.045627376,0,0,0,0.070606813,0.024396194,0,0.004377841,0.030434783,0.001320568,0.06665205,0.07707628,0.076396319,0.034087883,0.028636884,0.07889259,0,0.060422961,0.075863679,0.120452708,0.056907129,0.080892894,0.077419355,0.016377414,0.0378046,0.021078431,0.113539898,0.024034142,0.039300367,0.013876843,0.057566507,0.073460246,0.024459489,0.029734971,0.006507592,0.002786221,0.02164789,0.108801243,0.007051449,0.090466926,0.066378378,0.052348126,0.025578292,0.011396702,0.025979649,0.06146363,0.00679907,0.072968491,0.045404452,0.094108184,0.086005831,0.005156766,0.068929174,0.054791577,0.08920275,0.003351019,0.00959041,0.001896879,0.03738527,0.039990859,0.038140644,0.011786457,0.008517888,0.001244002,0.002589183,0.035802193,0.102871308,0.002102848,0.045544067,0.003965257,0.008778173,0.021525074,0,0,0,0,0,0.006422608,0,0,0.131427437,0,0,0.001432665,0.001718508,0,0.001310125,0.029362616,0.020977554,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
GQ263406.1.1462,GQ263406.1.1462,0,0.000550459,0,0,0,0,0,0,0,0,0.000676743,0,0,0.000168379,0,0,0.002631002,0,0.000641986,0.000266312,0,0.00062448,0,0.000863185,0,0.000202102,0,0.000204792,0,0.000244439,0.000455477,0.000490196,0.000212224,0,0,0,0,0.004031355,0,0.003232062,0,0,0.003976143,0.000582864,0,0.000389105,0.001297297,0.000215424,0.00133452,0,0.002164971,0.003095291,0.000178923,0.000184264,0.003526559,0.001407601,0.000832986,0,0.00084317,0.000859476,0,0,0,0,0.000671592,0.004570384,0.00476758,0,0,0,0,0.003132692,0.000206569,0,0.00418513,0,0,0.002289902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004296968,0.004824837,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,NA
New.ReferenceOTU198,New.ReferenceOTU198,0,0.000366972,0,0,0,0,0.000844951,0,0,0,0.000676743,0,0,0.000505136,0.000228833,0,0.004604253,0.000398327,0.000855981,0.009853529,0.00045819,0.001248959,0,0.001942167,0.00210084,0.017582862,0.000211551,0.011263567,0.00378198,0.008310926,0,0.008578431,0.010186757,0.000673854,0.000431872,0.000433651,0.004361099,0.004703247,0.000436777,0.011419953,0.000241022,0.000253293,0.011928429,0.005440062,0.000783494,0.003501946,0.006486486,0.003015941,0.00066726,0.000484966,0.011474345,0.003758567,0.000357846,0.000552792,0.005069429,0.005027147,0.002707205,0,0.002107926,0.006660937,0.000743356,0.000837755,0,0.000344887,0.006268189,0.00274223,0.002622169,0,0,0,0,0.003356456,0.003305102,0,0.001969473,0,0.003558719,0.00045798,0,0,0,0,0,0,0,0,0.00456621,0,0,0,0,0,0,0.003103366,0.000629327,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Parasegetibacter,NA
JX222634.1.1483,JX222634.1.1483,0.005797101,0.017981651,0.279024178,0.004021448,0.004213483,0.008985879,0.077101817,0.004418262,0.008438819,0.00405954,0.047371983,0.27640888,0.003225806,0.015322445,0.057208238,0.010564543,0.05327779,0.03684525,0.068692489,0.054061252,0.062084765,0.064321399,0.006729475,0.055891239,0.140056022,0.156831043,0.049079755,0.108744624,0.13214683,0.045465656,0.313368253,0.062990196,0.115449915,0.047394429,0.068235802,0.099089332,0.077191452,0.054199328,0.052849967,0.077138548,0.04483008,0.060536981,0.076872101,0.06022926,0.074954296,0.060116732,0.080216216,0.073459716,0.052268683,0.058438409,0.079454427,0.047534822,0.022544283,0.050672563,0.048710602,0.062939875,0.060807997,0.020833333,0.0596543,0.066824237,0.052034938,0.06785814,0.029370629,0.031557165,0.063577345,0.061243144,0.086531585,0.047608043,0.047274276,0.028967478,0.069332566,0.052136943,0.056186738,0.024660677,0.099212211,0.030777946,0.038196916,0.050377834,0.01312336,0.002624672,0.013079667,0.001547988,0.017216643,0.040462428,0.009389671,0.013782542,0.058765138,0.002645503,0.002941176,0.008595989,0.011342155,0.008862629,0.014037058,0.088087849,0.055380743,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
New.ReferenceOTU588,New.ReferenceOTU588,0,0.040366972,0,0,0,0,0.006337136,0,0.00140647,0,0.017144146,0.000243962,0,0.027108941,0.008237986,0.000165071,0.020609515,0.029077873,0.022897496,0.029560586,0.012600229,0.025395504,0,0.025895555,0.005368814,0.009498787,0.005077216,0.015154618,0.006229143,0.028354925,0.000227739,0.024019608,0.012308998,0.029874214,0.006262146,0.029705117,0.018970781,0.024412094,0.037562787,0.031458737,0.051578694,0.013424519,0.029158383,0.044297649,0.086445547,0.060894942,0.025513514,0.027143473,0.03158363,0.081474297,0.034639532,0.019677205,0.031848273,0.033904551,0.022922636,0.057711643,0.0272803,0.021452145,0.026559865,0.033949291,0.030663445,0.063669366,0.012387612,0.000517331,0.02932617,0.023765996,0.059594756,0.010168708,0.009795571,0.000710858,0.015535098,0.028417991,0.028713076,0.000191168,0.064500246,0.016805136,0.054329775,0.031142661,0,0,0,0,0,0.008991651,0,0,0.032559063,0,0.001470588,0,0.000171851,0,0.000187161,0.059202674,0.030837004,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
KF179222.1.1257,KF179222.1.1257,0,0.000550459,0,0,0,0,0.000633714,0,0,0,0.008797654,0,0,0.000168379,0.002517162,0,0.014470511,0.004381597,0.004921892,0.006924101,0.00045819,0.002289759,0,0.007121278,0,0.000404204,0.000423101,0.000614376,0,0.001711073,0,0.00245098,0.000636672,0.000673854,0.000863744,0.000216826,0.014827737,0.015005599,0,0.001292825,0.001446132,0,0.001546278,0.001942879,0.001566989,0.018287938,0.007783784,0.003231366,0.007562278,0.00242483,0.001948474,0.014592085,0,0.003685277,0.006171479,0.004423889,0.00666389,0.002062706,0.009064081,0.00193382,0.003716781,0.000279252,0.0003996,0,0.002686367,0.006398537,0.001668653,0.008550959,0.009156729,0,0,0.004699038,0.002685396,0,0.001723289,0.000188822,0.000474496,0.011678498,0,0,0,0,0,0.018839649,0,0,0.004169148,0,0,0,0,0,0,0.008832657,0.004824837,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Plantactinospora,NA
FJ903180.1.1401,FJ903180.1.1401,0,0.010825688,0.051840558,0,0,0,0.040135192,0,0,0,0.027069704,0.058550866,0,0.009429197,0.035240275,0.003136349,0.01271651,0.014140609,0.0363792,0.024500666,0.035509737,0.039342215,0,0.015753129,0.036881419,0.021827001,0.031309499,0.016178579,0.031368187,0.018088487,0.058528809,0.030637255,0.018251273,0.043800539,0.030446988,0.034692108,0.014173572,0.010526316,0.027516925,0.016591252,0.024102193,0.039260385,0.015241882,0.022343112,0.023504832,0.015953307,0.017297297,0.010771219,0.016903915,0.029582929,0.013639316,0.012160071,0.009125067,0.014372582,0.016751157,0.017092298,0.019158684,0.019183168,0.017074199,0.014181349,0.017097194,0.034068696,0.019180819,0.008622176,0.016789792,0.014853748,0.01454112,0.018950774,0.01511925,0.013506309,0.039125432,0.01208324,0.020243751,0.010323074,0.023879862,0.020392749,0.020877817,0.019235173,0,0,0,0,0,0.016484693,0,0,0.017669248,0,0,0,0.003093315,0,0.003368894,0.012890905,0.013845186,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,NA
JX133320.1.1527,JX133320.1.1527,0,0,0,0,0,0,0,0,0,0,0.000225581,0.000243962,0,0,0.000228833,0,0,0.000199164,0.000213995,0,0,0,0,0,0.002334267,0,0.000423101,0,0.002224694,0,0,0,0,0,0.000431872,0.000216826,0,0,0.000218388,0.000215471,0,0,0.000220897,0,0,0,0,0,0.00022242,0.000242483,0.000216497,0,0,0,0,0.000201086,0,0,0,0,0,0.000279252,0.0001998,0.000172444,0,0,0.000238379,0,0,0,0.000287687,0,0,0,0,0,0,0.00022899,0,0,0,0,0,0,0,0,0.000198531,0,0,0,0,0,0.000187161,0,0.000209776,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,NA
GQ263916.1.1453,GQ263916.1.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001065246,0,0,0,0.00172637,0,0,0,0,0,0.001955512,0,0.000735294,0,0,0,0,0.002616659,0,0,0.001508296,0,0,0.001546278,0,0,0,0,0.005170185,0,0,0.000432994,0,0,0,0,0,0.002290712,0,0.002529511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001239413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218384,0,0,0.001432665,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella,NA
FJ893996.1.1329,FJ893996.1.1329,0,0,0.000435635,0,0,0.001283697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012169967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188822,0,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
New.ReferenceOTU707,New.ReferenceOTU707,0,0.000917431,0.004574167,0,0,0,0.004435995,0,0,0,0.001804647,0.003903391,0,0.001010271,0.011670481,0.000165071,0.012497259,0.008165704,0.003423925,0.002929427,0.00137457,0.012073272,0,0.003236944,0.007703081,0.004850445,0.017770256,0.012697112,0.008898776,0.067954045,0.004099294,0.004656863,0.004881154,0.001572327,0.006262146,0.001734605,0.003052769,0.008286674,0.003930989,0.009911657,0.001446132,0.004052685,0.009940358,0.003108607,0.004700966,0.000972763,0.003459459,0.004308488,0.0011121,0.000484966,0.005412427,0.009728057,0.000536769,0.007370555,0.0022041,0.001809773,0.003540192,0.001650165,0.002951096,0.00193382,0.005389333,0.00167551,0.0003996,0.001724435,0.004701142,0.004798903,0.001668653,0.01155535,0.008517888,0.002132575,0.004027618,0.00425151,0.019210907,0.001720512,0.000246184,0.002265861,0.002609727,0.001602931,0,0,0,0,0,0.009847998,0,0,0.001786778,0,0,0,0.000343702,0,0.000748643,0.000477441,0.006712817,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
